"Institute","InstrLevel","AfAmF","AfAmM","AIANF","AIANM","AsianF","AsianM","HispF","HispM","NHOPIF","NHOPIM","WhF","WhM","MultF","MultM","NRAF","NRAM","UnkF","UnkM","AllF","AllM","GenderNoneTotal","AllTotal","SortNum","empty","Year"
"Le Cordon Bleu College of Culinary Arts in Chicago","Total","174","166","0","5","10","19","125","138","1","3","201","270","23","16","0","0","109","129","643","746","0","1,389","4","","2011"
"Lincoln College of Technology","Undergraduate","76","306","0","6","2","27","142","494","0","1","35","190","0","6","0","0","3","16","258","1,046","0","1,304","1","","2011"
"Lincoln College of Technology","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2011"
"Lincoln College of Technology","Total","76","306","0","6","2","27","142","494","0","1","35","190","0","6","0","0","3","16","258","1,046","0","1,304","4","","2011"
"Midstate College","Undergraduate","109","18","3","0","1","0","24","3","0","0","361","94","7","1","0","0","7","1","512","117","0","629","1","","2011"
"Midstate College","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2011"
"Midstate College","Total","109","18","3","0","1","0","24","3","0","0","361","94","7","1","0","0","7","1","512","117","0","629","4","","2011"
"Northwestern College-Chicago","Undergraduate","264","50","8","4","13","3","175","45","2","0","136","30","6","1","0","0","5","0","609","133","0","742","1","","2011"
"Northwestern College-Chicago","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2011"
"Northwestern College-Chicago","Total","264","50","8","4","13","3","175","45","2","0","136","30","6","1","0","0","5","0","609","133","0","742","4","","2011"
"Northwestern College-Southwest","Undergraduate","322","38","1","3","9","6","259","81","0","0","250","36","11","3","0","0","5","3","857","170","0","1,027","1","","2011"
"Northwestern College-Southwest","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2011"
"Northwestern College-Southwest","Total","322","38","1","3","9","6","259","81","0","0","250","36","11","3","0","0","5","3","857","170","0","1,027","4","","2011"
"Sanford Brown College - Chicago","Undergraduate","214","153","2","1","26","10","85","81","1","0","133","66","21","18","0","0","0","0","482","329","0","811","1","","2011"
"Sanford Brown College - Chicago","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2011"
"Sanford Brown College - Chicago","Total","214","153","2","1","26","10","85","81","1","0","133","66","21","18","0","0","0","0","482","329","0","811","4","","2011"
"Sanford-Brown College - Collinsville Campus (Closed)","Undergraduate","181","30","2","1","3","0","8","2","0","0","358","46","39","6","0","0","27","4","618","89","0","707","1","","2011"
"Sanford-Brown College - Collinsville Campus (Closed)","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2011"
"Sanford-Brown College - Collinsville Campus (Closed)","Total","181","30","2","1","3","0","8","2","0","0","358","46","39","6","0","0","27","4","618","89","0","707","4","","2011"
"Solex College","Undergraduate","6","1","0","0","18","7","35","5","4","1","66","15","0","0","563","381","0","0","692","410","0","1,102","1","","2011"
"Solex College","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2011"
"Solex College","Total","6","1","0","0","18","7","35","5","4","1","66","15","0","0","563","381","0","0","692","410","0","1,102","4","","2011"
"The College of Office Technology","Undergraduate","178","56","0","0","2","1","40","11","0","0","5","2","0","0","0","0","0","0","225","70","0","295","1","","2011"
"The College of Office Technology","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2011"
"The College of Office Technology","Total","178","56","0","0","2","1","40","11","0","0","5","2","0","0","0","0","0","0","225","70","0","295","4","","2011"
"The Illinois Institute of Art-Schaumburg","Undergraduate","37","48","1","2","24","17","11","3","2","5","337","311","1","6","0","0","243","274","656","666","0","1,322","1","","2011"
"The Illinois Institute of Art-Schaumburg","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2011"
"The Illinois Institute of Art-Schaumburg","Total","37","48","1","2","24","17","11","3","2","5","337","311","1","6","0","0","243","274","656","666","0","1,322","4","","2011"
"Tribeca Flashpoint College","Undergraduate","2","11","0","0","1","11","10","37","0","0","46","429","0","3","1","1","3","8","63","500","0","563","1","","2011"
"Tribeca Flashpoint College","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2011"
"Tribeca Flashpoint College","Total","2","11","0","0","1","11","10","37","0","0","46","429","0","3","1","1","3","8","63","500","0","563","4","","2011"
"Vatterott College","Undergraduate","8","3","0","0","0","0","1","0","0","0","105","80","4","3","0","0","0","0","118","86","0","204","1","","2011"
"Vatterott College","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2011"
"Vatterott College","Total","8","3","0","0","0","0","1","0","0","0","105","80","4","3","0","0","0","0","118","86","0","204","4","","2011"
"Westwood College-Chicago Loop","Undergraduate","230","155","3","3","3","4","47","68","0","0","17","31","21","28","0","0","53","40","374","329","0","703","1","","2011"
"Westwood College-Chicago Loop","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2011"
"Westwood College-Chicago Loop","Total","230","155","3","3","3","4","47","68","0","0","17","31","21","28","0","0","53","40","374","329","0","703","4","","2011"
"Westwood College-DuPage","Undergraduate","57","35","0","0","2","3","45","50","0","0","62","111","8","14","0","0","24","26","198","239","0","437","1","","2011"
"Westwood College-DuPage","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2011"
"Westwood College-DuPage","Total","57","35","0","0","2","3","45","50","0","0","62","111","8","14","0","0","24","26","198","239","0","437","4","","2011"
"Westwood College-O&#39;Hare Airport","Undergraduate","58","47","1","0","7","17","133","102","0","0","71","97","18","34","0","0","40","30","328","327","0","655","1","","2011"
"Westwood College-O&#39;Hare Airport","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2011"
"Westwood College-O&#39;Hare Airport","Total","58","47","1","0","7","17","133","102","0","0","71","97","18","34","0","0","40","30","328","327","0","655","4","","2011"
"Westwood College-River Oaks","Undergraduate","192","148","1","1","0","1","30","22","0","0","29","36","11","8","0","0","18","26","281","242","0","523","1","","2011"
"Westwood College-River Oaks","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2011"
